Consecutivo;Tipo_entidad;Codigo_Entidad;Fecha_Corte;  Area;Tipo_Informe;CIDT        ;Codigo_Formato;Codigo_Clase;Codigo_Grupo;Codigo_Cuenta;Cod_SubCuenta;COL0                ;COL1                ;COL2
        490;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;           30;           12;301243100000.00     ;301243100000.00     ;?
        632;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           85;            4;4376911.00          ;4376911.00          ;?
        297;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           88;           22;42398719.00         ;42398719.00         ;?
        628;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           15;           16;132064108.64        ;132064108.64        ;?
         52;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           50;            5;571212959.69        ;571212959.69        ;?
        506;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;            4;           35;2350584793.00       ;2350584793.00       ;?
        242;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           37;           20;170489688.02        ;170489688.02        ;?
        688;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           8;            1;            2;120839127884.79     ;120839127884.79     ;?
         16;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;           30;            0;1619966500000.00    ;1619966500000.00    ;?
        108;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;            4;           50;133780029.00        ;133780029.00        ;?
        276;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           70;           30;112784616.00        ;112784616.00        ;?
        110;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           95;           10;15905213365.13      ;15905213365.13      ;?
        690;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           83;           26;11058.00            ;11058.00            ;?
        356;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            5;           38;16704736.00         ;16704736.00         ;?
        782;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           85;           28;67150.00            ;67150.00            ;?
        467;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           84;           14;1512055950.57       ;1512055950.57       ;?
        306;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           23;           25;49654818594.36      ;49654818594.36      ;?
        154;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;            2;           95;58789113.00         ;58789113.00         ;?
        749;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           75;            8;245906909.16        ;245906909.16        ;?
        795;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           97;           45;14178822.00         ;14178822.00         ;?
        470;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           92;           40;51137.00            ;51137.00            ;?
        493;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           20;           12;1388862726.00       ;1388862726.00       ;?
        689;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           86;            4;26548719.00         ;26548719.00         ;?
        338;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           8;            1;           22;43878787933.26      ;43878787933.26      ;?
        677;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           81;           16;41650119.43         ;41650119.43         ;?
         53;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           12;            5;46081047.74         ;46081047.74         ;?
        721;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           92;           35;87217.00            ;87217.00            ;?
        275;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;            5;           20;424235714750.64     ;424235714750.64     ;?
        704;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           83;            2;16453363635.40      ;16453363635.40      ;?
         29;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           88;            0;1822131476.06       ;1822131476.06       ;?
        186;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           92;           50;3534385.00          ;3534385.00          ;?
        326;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;           19;           30;1164056782.31       ;1164056782.31       ;?
        134;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           90;           10;1950992269.22       ;1950992269.22       ;?
        698;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           8;            1;           26;21384054677.25      ;21384054677.25      ;?
        779;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           4;           30;           38;49753707724.02      ;49753707724.02      ;?
        800;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           20;           28;95574910.24         ;95574910.24         ;?
        478;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           81;           14;22543565.00         ;22543565.00         ;?
        328;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           97;           25;50389612.00         ;50389612.00         ;?
        160;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            5;           95;4022459.00          ;4022459.00          ;?
        755;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           81;            8;2743309631.00       ;2743309631.00       ;?
        850;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           92;           45;67150.00            ;67150.00            ;?
        553;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;            2;           40;26219796.00         ;26219796.00         ;?
        563;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            5;           12;65565616.00         ;65565616.00         ;?
        881;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           88;            4;9959232243.22       ;9471836126.11       ;487396117.11
        378;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           4;           30;           22;174230061.01        ;174230061.01        ;?
        724;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            5;           16;32368825.00         ;32368825.00         ;?
         60;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;            2;            5;27464474586.48      ;27464474586.48      ;?
        814;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           9;           11;           35;100702652185.54     ;?                   ;100702652185.54
        277;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;            7;           20;2802537481778.57    ;2802537481778.57    ;?
        756;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           74;            2;304497816.00        ;304497816.00        ;?
         31;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           81;            0;810066536503.61     ;810066536503.61     ;?
        482;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           89;           50;40134008.70         ;40134008.70         ;?
        357;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           9;           11;           30;57408080498.94      ;?                   ;57408080498.94
        139;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;           90;           10;2965549597.12       ;2839878705.28       ;125670891.84
        706;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            8;           26;91336.00            ;91336.00            ;?
        841;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;            2;           38;352604074.46        ;352604074.46        ;?
        911;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           87;           28;17923663.00         ;17923663.00         ;?
        580;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           86;           14;607326.00           ;607326.00           ;?
        331;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           30;           25;749808074.03        ;749808074.03        ;?
        165;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           72;           95;256000.00           ;256000.00           ;?
        780;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           85;            8;17000000.00         ;17000000.00         ;?
        557;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           72;           40;854645600.81        ;854645600.81        ;?
        596;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           84;           12;101924670850.45     ;101924670850.45     ;?
        896;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           8;            1;            4;370398355575.11     ;370398355575.11     ;?
        429;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           81;           22;106169509.00        ;106169509.00        ;?
        742;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           88;           16;263292174.93        ;263292174.93        ;?
         61;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           3;           2;            5;            5;1878431475100.84    ;1878431475100.84    ;?
        913;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           35;           35;39560.00            ;?                   ;39560.00
        285;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           8;           14;           20;28043422075.40      ;28043422075.40      ;?
        777;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           86;            2;2749245810.00       ;2749245810.00       ;?
         34;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           87;            0;1969373070523.16    ;1968149390969.72    ;1223679553.44
        485;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           97;           50;70477588.00         ;70477588.00         ;?
        366;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           89;           30;47663474.30         ;47663474.30         ;?
        162;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           81;           10;3877326215.00       ;3877326215.00       ;?
        731;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           87;           26;10668546.00         ;10668546.00         ;?
         97;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           20;            9;943376001.65        ;943376001.65        ;?
        819;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           85;           14;175465.00           ;175465.00           ;?
        420;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           12;           25;511286099.00        ;511286099.00        ;?
        196;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;           90;           95;55685272598.23      ;55685272598.23      ;?
        900;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           83;            8;35441062.00         ;35441062.00         ;?
        626;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           97;           40;17292785.00         ;17292785.00         ;?
        668;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;            2;           12;6587529.00          ;6587529.00          ;?
        912;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           20;            4;324645445.72        ;324645445.72        ;?
        504;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           83;           22;542080.00           ;542080.00           ;?
        885;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           83;           16;1481487.89          ;1481487.89          ;?
         62;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           93;            5;51616171.06         ;51616171.06         ;?
         44;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           83;            6;15891271.00         ;15891271.00         ;?
        294;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           1;            5;           20;3380000.00          ;3380000.00          ;?
         18;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           4;           30;           52;2639827045.10       ;2639827045.10       ;?
         35;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           4;           25;            0;182969464780.00     ;182969464780.00     ;?
        712;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           98;           50;244326613.27        ;244326613.27        ;?
        373;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           3;           51;           30;1139900736.68       ;?                   ;1139900736.68
        164;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           60;           10;115575927.14        ;115575927.14        ;?
        886;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           4;           30;           26;318028813.37        ;318028813.37        ;?
        855;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           87;           14;171801432.27        ;171801432.27        ;?
        432;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           37;           25;781775569.74        ;781775569.74        ;?
        226;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;           14;           95;1084114907.00       ;1084114907.00       ;?
        909;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           84;            8;53585323388.87      ;53585323388.87      ;?
        647;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           90;           40;1612114009.07       ;1612114009.07       ;?
        681;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           88;           12;47324457830.27      ;45641349617.63      ;1683108212.64
         11;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           94;           76;3240615.85          ;3240615.85          ;?
        667;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           85;           22;2069274.00          ;2069274.00          ;?
         63;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           3;            1;            5;12314800000.00      ;12314800000.00      ;?
         64;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           88;            6;10479717606.23      ;10479717606.23      ;?
        304;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           13;           20;7342382399.00       ;7342382399.00       ;?
        341;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           4;           32;           52;44124483.00         ;44124483.00         ;?
         37;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           90;            0;22248998694.38      ;22248998694.38      ;?
        837;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;           90;           50;16561295745.41      ;16561295745.41      ;?
        410;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           97;           30;57940988.00         ;57940988.00         ;?
        182;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           87;           10;33042113119.15      ;33042113119.15      ;?
        130;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           88;           18;1246400106.97       ;1246400106.97       ;?
        441;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;           16;           25;4880642.00          ;4880642.00          ;?
        279;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           90;           95;124256458588.59     ;124256458588.59     ;?
        693;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            8;           40;497922619.00        ;497922619.00        ;?
        737;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           75;           12;999415197.48        ;999415197.48        ;?
        267;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           74;           76;14610618.00         ;14610618.00         ;?
        892;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           74;           22;25968.00            ;25968.00            ;?
         67;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;           14;            5;460000000.00        ;460000000.00        ;?
        133;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;            2;            6;28364664.49         ;28364664.49         ;?
        305;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           83;           20;71487132.50         ;71487132.50         ;?
        663;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           94;           52;446973405.76        ;446973405.76        ;?
         39;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           87;            0;175944775009.96     ;175944775009.96     ;?
        512;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           20;           30;296625342.00        ;296625342.00        ;?
        188;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           20;           10;709352399.30        ;709352399.30        ;?
        218;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           74;           18;91336.00            ;91336.00            ;?
        460;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;            4;           25;4522692066.00       ;4522692066.00       ;?
        284;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;           19;           95;605240356.63        ;605240356.63        ;?
        786;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;            5;           40;4801721464.51       ;4801721464.51       ;?
        738;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            8;           12;29560326.33         ;29560326.33         ;?
        725;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           96;           76;11165.46            ;11165.46            ;?
        898;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           84;           22;1474908558.80       ;1474908558.80       ;?
         79;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           60;            5;1514029039.42       ;1514029039.42       ;?
        201;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           20;            6;991177653.44        ;991177653.44        ;?
        329;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           97;           20;32368825.00         ;32368825.00         ;?
        878;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           96;           52;1499164175.82       ;1499164175.82       ;?
         42;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           4;           35;            0;74047286271.83      ;74047286271.83      ;?
        595;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;            2;           30;119790.00           ;119790.00           ;?
        190;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           50;           10;5549124693.97       ;5549124693.97       ;?
        352;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           86;           18;239922.00           ;239922.00           ;?
        489;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           98;           25;6533699237.21       ;6533699237.21       ;?
        315;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           1;           95;           95;26980559259836.90   ;26971517306603.20   ;9041953233.66
        797;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;            3;           40;861592678.79        ;861592678.79        ;?
        796;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           83;           12;12472960.54         ;12472960.54         ;?
         84;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           3;           21;            5;782780220083.76     ;782780220083.76     ;?
        219;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           84;            6;26740809052.29      ;26740809052.29      ;?
        355;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           14;           20;2748409532.00       ;2748409532.00       ;?
         50;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;            3;            0;16954066384.80      ;16954066384.80      ;?
        603;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           85;           30;1153733.00          ;1153733.00          ;?
        192;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           30;           10;16992000.00         ;16992000.00         ;?
        399;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            5;           18;50512083.00         ;50512083.00         ;?
        502;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           28;           25;352703958.00        ;352703958.00        ;?
        324;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           90;           95;13763717322.57      ;13763717322.57      ;?
        862;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            5;           40;53768429190.66      ;52077638129.18      ;1690791061.48
        888;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           8;            1;           12;2630729935.00       ;2630729935.00       ;?
         88;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           31;            5;30845665.00         ;30845665.00         ;?
        358;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           75;            6;6697469.80          ;6697469.80          ;?
        367;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           90;           20;38425804.17         ;38425804.17         ;?
         57;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           7;           15;            0;175679459.59        ;175679459.59        ;?
        620;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           83;           30;13247872.00         ;13247872.00         ;?
        198;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           10;           10;13490743.00         ;13490743.00         ;?
        543;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           15;           18;31312954.27         ;31312954.27         ;?
        520;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           10;           25;93188509161.20      ;92954527880.45      ;233981280.75
        384;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;            3;           95;91014816.57         ;91014816.57         ;?
         94;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           50;            5;460000000.00        ;460000000.00        ;?
        382;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           86;            6;10477363.00         ;10477363.00         ;?
        405;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           38;           20;67150.00            ;67150.00            ;?
         58;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           72;            0;1142553600.81       ;1142553600.81       ;?
        699;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           87;           30;144610972.00        ;144610972.00        ;?
        229;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;            5;           10;9371075534.43       ;9371075534.43       ;?
        600;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           85;           18;942700.00           ;942700.00           ;?
        538;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           1;           20;           25;1443702537.09       ;1443702537.09       ;?
        434;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           41;           95;55075331.78         ;55075331.78         ;?
         99;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           90;            5;1004941481.42       ;1004941481.42       ;?
        465;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           81;            6;3732466250.00       ;3732466250.00       ;?
        408;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           84;           20;6958885267.17       ;6958885267.17       ;?
         59;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           37;            0;2017142415.85       ;2017142415.85       ;?
        700;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           84;           30;4626073.39          ;4626073.39          ;?
        230;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           1;           20;           10;197900468317.15     ;197900468317.15     ;?
        627;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           75;           18;107110464.19        ;107110464.19        ;?
        572;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           4;           40;           25;2337982084.49       ;?                   ;2337982084.49
        437;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           3;           2;           15;           95;2500000000.00       ;2500000000.00       ;?
        106;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           24;            5;195115166.42        ;195115166.42        ;?
        745;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           87;            6;2261580090.47       ;2261580090.47       ;?
        423;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           60;           20;4721119.33          ;4721119.33          ;?
         65;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;            6;            0;1507975361.88       ;1507975361.88       ;?
        729;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;            5;           30;10231883131.67      ;10231883131.67      ;?
        231;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           7;           75;           10;37000000.00         ;37000000.00         ;?
        694;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           81;           18;34537597.41         ;34537597.41         ;?
        579;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           39;           25;293915012.00        ;293915012.00        ;?
        471;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           30;           95;387066522.31        ;387066522.31        ;?
        114;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;           22;            5;242042064901.00     ;232694964901.00     ;9347100000.00
        884;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           85;            6;14475077.00         ;14475077.00         ;?
        425;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;            6;           20;8981.75             ;8981.75             ;?
         66;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           2;            0;            0;13953542440.00      ;10682057440.00      ;3271485000.00
        803;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           88;           30;4834423958.63       ;4834423958.63       ;?
        244;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           96;           10;576472759.33        ;576472759.33        ;?
        703;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            8;           18;1572841.25          ;1572841.25          ;?
        594;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           90;           25;729737969.57        ;729737969.57        ;?
        536;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           9;           25;           95;9425308950.53       ;?                   ;9425308950.53
        115;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           71;            5;7442165836.70       ;7442165836.70       ;?
        436;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;           17;           20;23683073042.42      ;23683073042.42      ;?
         68;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           0;            0;            0;297218266156.36     ;256975190640.47     ;40243075515.89
        813;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;            2;           30;22992034545.00      ;22992034545.00      ;?
        252;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           28;           10;224417104.20        ;?                   ;224417104.20
        726;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           84;           18;1443212249.65       ;1443212249.65       ;?
        612;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           80;           25;945024044.71        ;945024044.71        ;?
        548;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;           16;           95;5718259006.85       ;5718259006.85       ;?
        117;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;            4;            5;937507122.13        ;937507122.13        ;?
        457;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           36;           20;23176528.00         ;23176528.00         ;?
         70;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           4;            0;            0;1361115097043.57    ;1361084989162.08    ;30107881.49
        816;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           4;           30;           30;85284687.39         ;85284687.39         ;?
        290;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           28;           10;197877722.59        ;?                   ;197877722.59
        750;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           83;           18;862189.08           ;862189.08           ;?
