Consecutivo;Tipo_entidad;Codigo_Entidad;Fecha_Corte;  Area;Tipo_Informe;CIDT        ;Codigo_Formato;Codigo_Clase;Codigo_Grupo;Codigo_Cuenta;Cod_SubCuenta;COL0                ;COL1                ;COL2
        710;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           95;           95;1698603539.11       ;1672196066.11       ;26407473.00
        135;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;           19;            5;11078899231.61      ;11078899231.61      ;?
        487;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           87;           20;1039835283.80       ;1039835283.80       ;?
         78;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           7;           10;            0;4747918448.95       ;4747918448.95       ;?
        917;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           96;           30;1642640986.00       ;1642640986.00       ;?
        322;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           23;           10;267169617.66        ;267169617.66        ;?
        762;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           91;           25;190186037170.09     ;190186037170.09     ;?
        773;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;            4;           95;413726320.00        ;413726320.00        ;?
        142;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           12;            5;1493691931684.09    ;1493691931684.09    ;?
        495;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;            4;           20;8976424036.00       ;8976424036.00       ;?
         80;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           23;            0;60898568624.52      ;60898568624.52      ;?
        339;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           10;           10;212744724552.02     ;211352689893.88     ;1392034658.14
        810;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           71;           25;222961006.94        ;222961006.94        ;?
        776;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           1;           20;           95;15064216088.84      ;15064216088.84      ;?
        151;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           1;           30;            5;520000.00           ;520000.00           ;?
        511;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;            8;           20;47757985238.69      ;47757985238.69      ;?
         89;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           4;            0;            0;568937575849.55     ;282343677233.83     ;286593898615.72
        340;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           3;            4;           10;122876976.60        ;?                   ;122876976.60
        822;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           89;           25;525734342.70        ;525734342.70        ;?
        852;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           9;            7;           95;333615608.36        ;333615608.36        ;?
        166;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           88;            5;1726869332.11       ;1726869332.11       ;?
        531;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           70;           20;1657888433.08       ;1657888433.08       ;?
         91;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           0;            0;            0;24142657026827.20   ;23659816144087.10   ;482840882740.03
        346;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;            4;           10;89068421060.00      ;89068421060.00      ;?
        825;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           92;           25;16704736.00         ;16704736.00         ;?
        910;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           98;           95;15326685199.86      ;15326685199.86      ;?
        178;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;            8;            5;10550024104711.20   ;10550024104711.20   ;?
        540;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           93;           20;7483603.50          ;7483603.50          ;?
         92;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           7;           95;            0;13756500907.22      ;13756500907.22      ;?
        350;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           86;           10;363679657.00        ;363679657.00        ;?
        826;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           8;           14;           25;3903823357.00       ;3903823357.00       ;?
        914;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           15;           95;1246772436.94       ;1245677051.42       ;1095385.52
        183;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           89;            5;6126932616.94       ;6126932616.94       ;?
        541;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           91;           20;98467768374.60      ;98467768374.60      ;?
         93;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;            8;            0;319167235.01        ;319167235.01        ;?
        370;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           70;           10;141026350.96        ;141026350.96        ;?
        827;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;            8;           25;191241106304.84     ;191241106304.84     ;?
        187;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           23;            5;6442028565.65       ;6442028565.65       ;?
        588;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           11;           20;31120749822.70      ;31120749822.70      ;?
         95;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           1;           75;            0;1663962000000.00    ;1663962000000.00    ;?
        388;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           88;           10;67362872623.30      ;67128891342.55      ;233981280.75
        869;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           93;           25;455608277.70        ;455608277.70        ;?
        202;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           45;            5;404690311.16        ;404690311.16        ;?
        592;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           12;           20;23892207.00         ;23892207.00         ;?
        102;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           3;           51;            0;25371063.32         ;?                   ;25371063.32
        403;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           85;           10;147606442.00        ;147606442.00        ;?
        211;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;            7;            5;536583816.37        ;536583816.37        ;?
        604;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            5;           20;100582751204.72     ;100582751204.72     ;?
        111;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           7;            5;            0;30911256652.66      ;30911256652.66      ;?
        406;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           23;           10;4801721464.51       ;4801721464.51       ;?
        213;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           91;            5;184285521351.84     ;184285521351.84     ;?
        608;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           4;           30;           20;84616870.08         ;84616870.08         ;?
        116;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           80;            0;167608068.16        ;167608068.16        ;?
        415;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           89;           10;1027971593.33       ;1027971593.33       ;?
        221;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           28;            5;21665963.32         ;?                   ;21665963.32
        651;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           30;           20;4444841.33          ;4444841.33          ;?
        119;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           7;            5;            0;13176910345.00      ;13176910345.00      ;?
        421;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           75;           10;163312707.36        ;163312707.36        ;?
        236;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           2;           20;            5;10682057440.00      ;10682057440.00      ;?
        658;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           8;            1;           20;47436398220.03      ;47436398220.03      ;?
        120;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           2;           10;            0;3271485000.00       ;?                   ;3271485000.00
        426;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           12;           10;30925630.00         ;30925630.00         ;?
        246;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           9;           40;            5;8374400.00          ;?                   ;8374400.00
        665;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;            4;           20;3020903837.00       ;3020903837.00       ;?
        132;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           2;           25;            0;425342535096.05     ;425342535096.05     ;?
        435;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           3;            1;           10;37174007.60         ;37174007.60         ;?
        247;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           8;           18;            5;3460797732.33       ;3460797732.33       ;?
        722;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           10;           20;81868639468.53      ;81868639468.53      ;?
        140;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           1;            5;            0;1067787325164.82    ;1066800049108.03    ;987276056.79
        464;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            5;           10;1918974200.00       ;1918974200.00       ;?
        248;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           11;            5;10505513971.00      ;10505513971.00      ;?
        752;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           96;           20;25948555.00         ;25948555.00         ;?
        141;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           44;            0;1030109736.00       ;1030109736.00       ;?
        466;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           7;            2;           10;37000000.00         ;37000000.00         ;?
        249;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           3;           17;            5;1493948375708.57    ;1493948375708.57    ;?
        760;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           12;           20;359645358207.00     ;359645358207.00     ;?
        152;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           93;            0;519168277.33        ;519168277.33        ;?
        469;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           9;           11;           10;4500000000.00       ;?                   ;4500000000.00
        256;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           8;           14;            5;647972.00           ;647972.00           ;?
        763;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           89;           20;96668922.79         ;96668922.79         ;?
        155;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           3;           2;           15;            0;2500000000.00       ;2500000000.00       ;?
        479;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           65;           10;784100.84           ;784100.84           ;?
        264;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;           17;            5;3371673778.69       ;?                   ;3371673778.69
        770;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           86;           20;11761374.00         ;11761374.00         ;?
        157;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           3;           1;            5;            0;77253265030.00      ;77253265030.00      ;?
        481;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            9;           10;373956444.49        ;373956444.49        ;?
        268;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           4;           35;            5;4207.00             ;4207.00             ;?
        829;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            8;           20;1268732.00          ;1268732.00          ;?
        159;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           96;            0;13151609985.38      ;13151609985.38      ;?
        492;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           87;           10;8949095798.00       ;8949095798.00       ;?
        271;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           99;            5;1415341141.22       ;1415341141.22       ;?
        838;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           55;           20;171777910.00        ;171777910.00        ;?
        167;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           2;            0;            0;564968007587.57     ;506778954075.57     ;58189053512.00
        500;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           39;           10;45115973.00         ;45115973.00         ;?
        288;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           95;            5;159689485.50        ;159689485.50        ;?
        839;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           85;           20;4958037.00          ;4958037.00          ;?
        168;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           91;            0;12960894.00         ;12960894.00         ;?
        505;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           7;           52;           10;7130760277.00       ;7130760277.00       ;?
        299;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           3;           15;            5;124344246517.61     ;124344246517.61     ;?
        843;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;            8;           20;126241065641.61     ;126241065641.61     ;?
        169;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           13;            0;3647807761554.00    ;3647807761554.00    ;?
        516;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           24;           10;249324701.74        ;249324701.74        ;?
        303;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           9;           25;            5;1449138098.30       ;?                   ;1449138098.30
        864;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           95;           20;60374839770.28      ;60374839770.28      ;?
        172;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           9;            7;            0;7906401343.04       ;7906401343.04       ;?
        518;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;            1;           10;258817729.00        ;258817729.00        ;?
        310;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           97;            5;1918974200.00       ;1918974200.00       ;?
        887;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;            2;           20;2817483915.00       ;2817483915.00       ;?
        173;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           70;            0;53707833493.47      ;53707833493.47      ;?
        534;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;            8;           10;334833683487.70     ;334833683487.70     ;?
        311;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           98;            5;1615861543.98       ;1615861543.98       ;?
        175;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           25;            0;18839500.00         ;18839500.00         ;?
        549;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           9;            7;           10;17017614.68         ;17017614.68         ;?
        327;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           98;            5;8073295106.11       ;8073295106.11       ;?
        176;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           50;            0;6135904951.38       ;6135904951.38       ;?
        554;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           98;           10;31710891657.37      ;31710891657.37      ;?
        333;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;            4;            5;25243319236.78      ;25243319236.78      ;?
        179;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           18;            0;111349585.00        ;111349585.00        ;?
        571;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           36;           10;17186753.00         ;17186753.00         ;?
        337;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           80;            5;167608068.16        ;167608068.16        ;?
        180;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           89;            0;10824486699.07      ;10824486699.07      ;?
        583;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           35;           10;720245158.73        ;?                   ;720245158.73
        348;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           39;            5;55705172.00         ;55705172.00         ;?
        181;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           30;            0;1829183368.47       ;1829183368.47       ;?
        615;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           1;           10;           10;3940104789.43       ;10.00               ;3940104779.43
        351;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           3;           1;            5;            5;100000000000.00     ;100000000000.00     ;?
        184;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           86;            0;3226164015.00       ;3226164015.00       ;?
        644;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;            6;           10;884102326.90        ;884102326.90        ;?
        365;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;            3;            5;9225513335.05       ;9225513335.05       ;?
        185;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           3;           2;            0;            0;1880931475100.84    ;1880931475100.84    ;?
        648;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;            9;           10;577460406.26        ;577460406.26        ;?
        374;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           95;            5;52594809883.02      ;52594809883.02      ;?
        189;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           9;            0;            0;27666533258.22      ;5663608906.31       ;22002924351.91
        652;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           4;           80;           10;13471720956.00      ;13471720956.00      ;?
        380;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           38;            5;2407898.00          ;2407898.00          ;?
        195;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           9;           60;            0;2183135065.99       ;?                   ;2183135065.99
        660;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           3;            3;           10;555298618163.41     ;555298618163.41     ;?
        387;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           35;            5;556628512.55        ;?                   ;556628512.55
        200;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           32;            0;2582358141.96       ;2582358141.96       ;?
        662;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           8;            1;           10;407404722.00        ;407404722.00        ;?
        389;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           2;           25;            5;16492800000.00      ;16492800000.00      ;?
        207;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           9;            0;            0;146734655123.26     ;?                   ;146734655123.26
        664;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           45;           10;584821940.63        ;584821940.63        ;?
        422;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           13;            5;2055921384959.00    ;2055921384959.00    ;?
        210;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           60;            0;1670297349.32       ;1670297349.32       ;?
        672;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           4;           10;           10;96979418068.85      ;12413598522.00      ;84565819546.85
        431;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           25;            5;18839500.00         ;18839500.00         ;?
        214;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           10;            0;7008300471494.40    ;6705631900894.02    ;302668570600.38
        674;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           23;           10;87054723.94         ;87054723.94         ;?
        439;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           40;            5;7420436123.36       ;7420436123.36       ;?
        215;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;            5;            0;47400.00            ;47400.00            ;?
        676;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           92;           10;782791.00           ;782791.00           ;?
        443;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           11;            5;11775885578.58      ;11775885578.58      ;?
        222;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           94;            0;8839600407.66       ;8839600407.66       ;?
        678;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           15;           10;9080476196.79       ;8451543314.79       ;628932882.00
        445;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           2;           10;            5;3271485000.00       ;?                   ;3271485000.00
        224;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           35;            0;39560.00            ;?                   ;39560.00
        692;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           95;           10;46559180.00         ;46559180.00         ;?
        446;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;            7;            5;768960621989.55     ;768960621989.55     ;?
        225;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           7;            0;            0;0.00                ;0.00                ;?
        697;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           14;           10;9008904704.00       ;9008904704.00       ;?
        458;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           3;           51;            5;1165271800.00       ;?                   ;1165271800.00
        232;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           25;            0;131359260.03        ;131359260.03        ;?
        708;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;            3;           10;50218181.13         ;1710834.13          ;48507347.00
        461;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           70;            5;51792548497.71      ;51792548497.71      ;?
        233;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           74;            0;204807828221.30     ;204807828221.30     ;?
        736;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;           56;           10;48432062.29         ;48432062.29         ;?
        474;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           91;            5;10730844.00         ;10730844.00         ;?
        235;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           3;            0;            0;1361115097043.57    ;1361084989162.08    ;30107881.49
        781;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;           29;           10;10632100000.00      ;10632100000.00      ;?
        488;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           55;            5;87171882.00         ;87171882.00         ;?
        239;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           24;            0;444439868.16        ;444439868.16        ;?
        785;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            8;           10;321626405.63        ;321626405.63        ;?
        496;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           1;           10;            5;457546858496.09     ;457546858496.09     ;?
        243;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           4;           1;           29;            0;38207207451.85      ;?                   ;38207207451.85
        789;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           84;           10;186163329030.90     ;186163329030.90     ;?
        499;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           1;            5;            5;1067783945164.82    ;1066796669108.03    ;987276056.79
        245;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;           50;            0;2060831726.58       ;2060831726.58       ;?
        790;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           4;           75;           10;349960038283.90     ;349960038283.90     ;?
        529;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           1;           15;            5;508443505.87        ;508443505.87        ;?
        255;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;           37;            0;25438772432.94      ;25438772432.94      ;?
        791;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;           24;           10;770087780000.00     ;770087780000.00     ;?
        535;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           9;           90;            5;259846426539.57     ;259846426539.57     ;?
        257;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           8;           23;            0;10821596998.01      ;10821596998.01      ;?
        794;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;            8;           10;61948114303.68      ;61948114303.68      ;?
        550;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           3;           52;            5;7632866587.91       ;7632866587.91       ;?
        262;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           3;            0;            0;3603574871216.95    ;3603426623177.03    ;148248039.92
        817;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           10;           10;94486330.61         ;75440866.59         ;19045464.02
        569;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;            8;            5;8687823148912.09    ;8687823148912.09    ;?
        265;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           3;           2;            5;            0;1878431475100.84    ;1878431475100.84    ;?
        831;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           9;           90;           10;1249588433.74       ;1249588433.74       ;?
        570;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;           37;            5;25438772432.94      ;25438772432.94      ;?
        266;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           11;            0;153821151811.96     ;153821151811.96     ;?
        835;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           38;           10;87217.00            ;87217.00            ;?
        607;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           4;           10;            5;572545754.07        ;30945991.00         ;541599763.07
        270;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           3;            5;            0;30768678677297.90   ;30755535338190.00   ;13143339107.89
        845;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           3;           8;           15;           10;52830609233.94      ;52830609233.94      ;?
        613;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           10;            5;6435087271584.26    ;6134044716922.77    ;301042554661.49
        274;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;            5;            0;181020662528.03     ;179319982297.06     ;1700680230.97
        848;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           93;           10;989620.16           ;989620.16           ;?
        617;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           1;            5;            5;348290537999.39     ;348290140031.03     ;397968.36
        280;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           6;           2;           20;            0;49801878472.63      ;49801878472.63      ;?
        858;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           2;           5;            3;           10;6866960370.96       ;6866960370.96       ;?
        621;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           37;            5;854174426.61        ;854174426.61        ;?
        283;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           5;           1;            0;            0;256374822553.14     ;238134671389.16     ;18240151163.98
        859;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           8;           27;           10;91520785557.35      ;91520785557.35      ;?
        623;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           8;           2;           81;            5;3059775152.00       ;3059775152.00       ;?
        286;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           36;            0;215809084.00        ;215809084.00        ;?
        861;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           6;           30;           10;6081846.00          ;6081846.00          ;?
        633;           1;             2; 2019-01-31;     1;           0;201903438000;Balance       ;           1;           4;           87;            5;142902661890.81     ;142902661890.81     ;?
